0	1	2
134	137646	Learning Recursive Filters for Low-Level Vision via a Hybrid Neural Network
135	1327	Should all Machine Learning be Bayesian? Should all Bayesian models be non-parametric?
135	2143	Graphical Models
135	3023	Electroweak symmetry breaking: to Higgs or not to Higgs
135	3291	Electroweak symmetry breaking: to Higgs or not to Higgs
135	3720	Time Series Reconstruction via Machine Learning: Revealing Decadal Variability and Intermittency in the North Pacific Sector of a Coupled Climate Model
135	3902	Finding Acoustic Regularities in Speech: From Words to Segments
135	4774	Living on the edge: Phase transitions in convex programs with random data
135	7087	Environmental consequences of better roads
135	14671	33. Conversational Virtual Role Players
135	14672	37. Robotic Secrets Revealed, Episode 001
135	17629	Shape Preferred Orientation (SPO)
135	20171	Lecture 12: Continuation: General Theory for Inhomogeneous ODE's. Stability Criteria for the Constant-coefficient ODE's
135	22053	Lecture 23: Authorization and Confidentiality 
135	24692	The Second Law and Energy
135	34488	Group Theory in Machine Learning
135	34502	Group Theory in Machine Learning
135	36062	transLectures demo - Matterhorn Integration
135	38722	Lecture 10 - Deconstruction I
135	38775	Lecture 7 - World War I Poetry in England
135	68280	SysMIC - the leading  eCourse for computational tools in the biosciences in Europe
135	69899	An Empirical Exploration of Recurrent Network Architectures
135	69923	Successes, Failures and Learning From Them
135	70150	Continuous Relaxations for Discrete Hamiltonian Monte Carlo
135	70191	A Convex Formulation for Learning Scale-Free Networks via Submodular Relaxation
135	70200	Opening address
135	70209	Searching for objects driven by context
135	70943	Additive Groves of Regression Trees
135	71906	How Random is a Coin Toss? Bayesian Inference and the Symbolic Dynamics of Deterministic Chaos
135	73616	Solving the EEG inverse problem
135	77071	23. Using Entropy to Distinguish Shape versus Text in Hand-Drawn Diagrams
135	77137	Building a Mind for Life
135	77138	The Conversational User Interface
135	77311	Goal Reasoning: Emerging Applications, a Foundation, and Prospects
135	79035	Lecture 23: Authorization and Confidentiality 
135	83203	Nombramiento y Cese del Presidente del Gobierno
135	83218	FertirrigaciÃ³n
135	83253	InundaciÃ³n
135	83378	Modelado 3D mediante barrido con Autocad
135	83468	Integral de LÃ­nia
135	83481	La cuestiÃ³n de inconstitucionalidad
135	83621	La monarquÃ­a parlamentaria en la ConstituciÃ³n EspaÃ±ola de 1978
135	83819	Modelado 3D mediante funda con Autocad
135	83865	CÃ³digo internacional de conducta para la colecta y transferencia del germoplasma
135	84543	Uso de recortar y alargar con Autocad
135	85181	CÃ¡lculo de integrales utilizando cambio de variable.
135	85419	SLEPc: What is it for
135	86494	CreaciÃ³n de matrices polares
135	86568	Estructura polimÃ©rica vs biodegradabilidad
135	87540	Digital Humanities Course Registry - Objectives, Users, Roles & Use Cases
136	1325	Evaluating Quality in Creative Systems
136	1360	Introduction to Computational Creativity
136	5634	Mining Diverse Views from Related Articles
136	6092	Discovering Cyclic Causal Models by Independent Components Analysis
136	7095	Dutch innovation system
136	8454	Data Science and Machine Learning at Scale
136	10688	Bringing Semantic Intelligence to Financial Markets
136	11132	Lecture 22 - Paradise XXVII, XXVIII, XXIX
136	12943	Lecture 10 -  Evolution, Emotion, and Reason: Evolution and Rationality
136	13157	Group Lasso with Overlaps and Graph Lasso
136	13906	16. CogSketch: Open-Domain Sketch Understanding for Research and Education
136	17106	Outlier Detection Techniques
136	20883	Lecture 17: X-ray Spectra, Bragg's Law
136	21317	Lecture 5: Hydrogen atom energy levels
136	21323	Lecture 4: Wave-particle duality of matter, SchrÃ¤dinger equation
136	22112	Lecture 7: Lists and mutability, dictionaries, pseudocode, introduction to efficiency 
136	23443	Playing with Cases: Rendering Expressive Music Performance with Case-Based  Reasoning
136	23772	Lecture 32: Review Exam 3
136	27954	Theory and Applications of Boosting
136	28248	Graphical Models
136	28274	Theory and Applications of Boosting
136	28782	Graphical Models
136	29969	Approximate Inference Control 
136	30471	Machine Learning Markets
136	32085	 Kje v moÅ¾ganih se skriva inteligentnost?
136	35114	Lecture 17: Sort Template with Callback
136	35382	Lecture 3: Logistics
136	36543	Lecture 23: Ch. 7. Introduction to Alkyl Halides and Nuceophilic Substitution
136	38241	Lecture 20 - Bioimaging
136	39432	Lecture 6 - How Do We Communicate?: Language in the Brain, Mouth and the Hands
136	41167	Lecture 12: Molecular Biology 3
136	66872	Graphical models
136	67358	Efficient high dimensional maximum entropy modeling via symmetric partition functions
136	69005	Applying Multi-Perspective Approaches to the Analysis of Parliamentary Data
136	70534	Polish Parliamentary Corpus
136	70812	Dutch innovation system
136	71367	Lecture 5: Hydrogen atom energy levels
136	71379	Lecture 4: Wave-particle duality of matter, SchrÃ¤dinger equation
136	71694	Translation (Localization) Process Metadata?
136	72069	An Infinite Restricted Boltzmann Machine
136	72183	Security Applications of Web mining
136	73807	Forest food web dynamics with special emphasis on soil biota / Dinamika gozdne prehranske mreÅ¾e s poudarkom na Å¾ivljenjski zdruÅ¾bi tal
136	74218	Lecture 21: Spectral method: dynamic equations
136	74335	A Novel Riemannian Framework for Shape Analysis of 3D Objects
136	75049	Data Mining for Anomaly Detection
136	76232	Baseline Methods for Automated Fictional Ideation
136	76493	STAIR: The STanford Artificial Intelligence Robot project
136	77237	 Evaluating the Semantic Web: A Task-based Approach
136	77287	Semantic Web for Health Care and Life Sciences
136	77313	How Useful are Natural Language Interfaces to the Semantic Web for Casual End-users? 
136	77355	Collecting Community-Based Mappings in an Ontology Repository
136	77364	How Service Choreography Statistics Reduce the Ontology Mapping Problem
136	77499	Knowledge Representation and Extraction for Business Intelligence
136	77559	From Trees to Forests and Rule Sets - A Unified Overview of Ensemble Methods
136	77600	Statistical Challenges in Computational Advertising
136	77611	Optimizing Web Traffic via the Media Scheduling Problem 
136	77614	Statistical Challenges in Computational Advertising
136	77665	COA: Finding Novel Patents through Text Analysis
136	78518	Active Comparison of Prediction Models
136	78520	Efficient high dimensional maximum entropy modeling via symmetric partition functions
136	78577	Occam's razor in massive data acquisition: a statistical physics approach
136	78656	Putting Bayes to sleep
136	79293	Lecture 34: Gratings, Resolving Power, Single-Slit Diffraction, Angular Resolution, Human Eye, Telescopes
136	80223	Data and Analytics for the Presidential Elections
136	80350	Active Inference and Uncertainty
136	80748	Baysian models and cognitive development
136	80818	Impact of News Events on the Financial Markets
136	83113	OsciloscÃ³pio Digital. TDS 220
136	83739	IntroducciÃ³n al programa PCSpim
136	83943	Primeros pasos con Mathematica
136	84275	LinealizaciÃ³n de funciones de una variable recta tangente objeto aprendizaje
136	84276	LinealizaciÃ³n de funciones de 1 variable II: serie de Taylor, discusiÃ³n, conclusiones objeto aprendizaje
136	84726	Tension superficial y su influencia en la limpieza pictÃ³rica
136	85198	Diluyentes y disolventes en la prÃ¡ctica pictÃ³rica
136	85207	Generador de Funciones. HP 33120 A
136	85513	Derivadas con Mathematica
136	85831	ParÃ¡metros bÃ¡sicos en lÃ­neas de producciÃ³n
136	85833	Llenguatge C: Entrada BÃ sica. FunciÃ³ scanf
136	86120	TGA Fundamental Characterization
136	86303	Proceso AnalÃ­tico JerÃ¡rquico. AHP (Analytic Hierarchy Process)
136	86578	Osciloscopio digital. Tektronix TDS 320
136	87176	Graficos con Mathematica
136	88574	Pragmatic Ontology Evolution: Reconciling User Requirements and Application Performance
136	89333	Opening Ceremony
136	89931	Exploring properties of the atomic microcosm with brilliant X-rays
136	89933	Exploring properties of the atomic microcosm with brilliant X-rays
137	2423	Lock-Free Approaches to Parallelizing Stochastic Gradient Descent
137	5608	How to create your own language in 20 minutes
137	12586	Gradient Descent with Sparsiï¬cation: An Iterative Algorithm for Sparse Recovery with Restricted Isometry Property
137	15561	An Introduction to OWL
137	18367	Deep Learning for Financial Sentiment Analysis
137	22057	Recitation 9: Circuits: Representation, KVL, KCL 
137	27083	Four graph partitioning algorithms
137	34608	Computability And Incompleteness
137	34729	Networks, communities and the ground-truth 
137	35128	Lecture 20: Live Coding: Recap of the Vector-based Implementation for Stack
137	35360	Lecture 3: Karel and Java
137	36165	Vzgoja, znanje, izobraÅ¾evanje, vrednote v danaÅ¡njem Äasu.
137	64769	Learning Design for Post-Secondary Courses using SDGs
137	66385	PROMAP: Developing a research tool for protest mapping
137	67213	A boosting approach to multiview classification with cooperation
137	67227	Permutation structure in 0-1 data
137	67248	Frequency-aware Truncated methods for Sparse Online Learning
137	67299	EDM and the 4th Paradigm of Scientific Discovery - Reflections on the 2010 KDD Cup Competition
137	71063	OE Concepts
137	71098	Aligning Open Education with Strategic Goals
137	72351	Principles of Very Large Scale Modeling
137	73173	Frequent Pattern Mining
137	73554	A Tri-Partite Neural Document Language Model for Semantic Information Retrieval
137	78976	GDPRtEXT â GDPR as a Linked Data Resource
137	83287	PresentaciÃ³n anexo I reglamento ICT 2011
137	83311	Dibujo de rectÃ¡ngulos y polÃ­gonos
137	83313	Integral aproximada. ResoluciÃ³n de integrales utilizando el mÃ©todo de Simpson
137	83460	Funciones de dibujo
137	83994	IntroducciÃ³n de coordenadas en AutoCAD
137	84227	Introduction
137	84315	Fundamentos de la CaracterizaciÃ³n CalorimÃ©trica
137	84800	Dibujo de PolÃ­gonos
137	85754	CÃ¡lculo de lÃ­mites de sucesiones.
137	85853	Programas en Python
137	85887	CreaciÃ³n de clases en Java
137	86339	Proximity Principle
137	86813	IntroducciÃ³n a la optimizaciÃ³n. Aplicaciones
137	102589	Minimum Barrier Salient Object Detection at 80 FPS
137	102621	Psihoterapija za shizofrenijo
137	137702	30Hz Object Detection with DPM V5
137	137704	Convexity Shape Prior for Segmentation
137	137705	On Image Contours of Projective Shapes
137	137708	Focal flow: Measuring depth and velocity from defocus and differential motion
137	137710	Dual Structured Light 3D using a 1D Sensor
137	137711	Semantic Web Machine Reading with FRED
137	137712	VICKEY: Mining Conditional Keys on RDF datasets
137	137718	Lessons Learned in Building Linked Data for the American Art Collaborative
137	137725	WebIsALOD: Providing Hypernymy Relations extracted from the Web as Linked Open Data
137	137727	From Manifold to Manifold: Geometry-Aware Dimensionality Reduction for SPD Matrices
138	1067	On Big Data Algorithmics
138	10607	Information-Theoretic Algorithms for Diffusion Tensor Imaging
138	11792	Lecture 21 -  Thermodynamics
138	12309	Introduction to Reinforcement Learning and Bayesian learning
138	14207	Enabling Autonomous Space Mission Operations with Artificial Intelligence
138	14444	Web Technologies for Open Innovation
138	15414	Knowledge Representation and Extraction for Business Intelligence
138	15524	RDF Ontology (Re-)Engineering through Large-scale Data Mining
138	15533	RELIN: Relatedness and Informativeness-based Centrality for Entity Summarization
138	15614	Market Blended Insight: modeling propensity to buy with the Semantic Web
138	15615	Evaluating long-term use of the Gnowsis Semantic Desktop for PIM
138	15691	Requirements Analysis Tool: A Tool for Automatically Analyzing Software Requirements Documents
138	15736	The justificatory structure of the NCBO BioPortal ontologies
138	15996	Semantic Technologies for Data Analysis in Health Care
138	16535	Community Detection in Networks
138	18106	Evaluating Improvements to the Shapelet Transform
138	19624	Lecture 3: Orbiter Sub-System Design
138	19649	Lecture 1: The Origins of the Space Shuttle
138	21024	Lecture 27: Organic Chemistry: Basic Concepts, Alkanes, Alkenes, Alkynes, Aromatics, Functional Groups, Alcohols and Ethers, Aldehydes and Ketones, Esters, Amines
138	22666	Lecture 16: Recombinant DNA 2
138	22753	Lecture 13: Gene Regulation
138	22757	Lecture 16: Recombinant DNA 2
138	23182	Lecture 25: Static Equilibrium - Stability - Rope Walker
138	23207	Lecture 17: Recombinant DNA 3
138	32607	Introduction to the Workshop
138	34135	Algebraic Topology and Concurrency
138	36419	Lecture 6: The Cognitive Architecture 2
138	36798	Lecture 1: Behaviorism
138	38896	Lecture 22 -  The Boltzmann Constant and First Law of Thermodynamics
138	39240	Lecture 24 -  The Second Law of Thermodynamics (cont.) and Entropy
138	63279	Brain-Machine Interfaces Based on Neuronal Ensemble Recordings 
138	64950	Modern Packaging in Support of  Quality and Safety of Foods and Consumer Demand
138	65378	Grammar is to meaning as the law is to good behaviour
138	67253	Challenges in online learning to rank for information retrieval
138	67283	Î±-Clusterable Sets
138	67619	Flexible Open Language Education for a Multilingual World
138	69125	From Theory to Practice: Sustainable Innovation
138	69971	Community Detection in Networks
138	70216	Lecture 1: The Origins of the Space Shuttle
138	71176	A Century of Graph Theory
138	71268	Possible futures
138	73250	Convex and Combinatorial Optimization for Dynamic Robots in the Real World
